"coal","petroleum liquids","natural gas","nuclear","conventional hydro","wind","sloar pho"
0.532262325793648,0.0543770002581947,0.129418581610534,0.206276532505509,0.0565986754012525,0.021045868584913,2.10158459478447e-05
0.527892063021996,0.0364608122067217,0.136236237294948,0.216014976361463,0.0616012155954408,0.0217488639047831,4.5831614647784e-05
0.515024263713227,0.0389181336013454,0.149705286272012,0.206120492637962,0.0679218121328517,0.0222071852434166,0.00010282639918535
0.504421319869763,0.0389563820479353,0.166887792423873,0.200816850499864,0.0645914313171445,0.0241863767409171,0.00013984710050345
0.503440557396866,0.0345052040091128,0.171758868734101,0.204281434938263,0.0636835218555099,0.0220614119569333,0.00026900110921445
0.49507410158676,0.035991329444573,0.177600253297125,0.207091710608035,0.063105081773567,0.0208604795596527,0.000277043730287273
0.499492306490666,0.0308019325827652,0.206062195244418,0.192940270695484,0.0504318184354113,0.0200148402718113,0.000256636279443434
0.493245736665886,0.0383275824451107,0.213491287471683,0.184214283213063,0.0509472130414522,0.0195449390836828,0.000228958079122525
0.50074547598398,0.0238519832259783,0.197975033863125,0.205868308987614,0.0495554754317751,0.0217925855186012,0.000211136988926677
0.504252581682749,0.022122905027933,0.193373963094634,0.204709666497376,0.0515828677839851,0.0238869138310479,7.11020822752666e-05
0.515172746608518,0.0212014513217394,0.161539973904806,0.222852955370069,0.0550966058374591,0.0240862213801855,5.0045577222113e-05
0.514187339522668,0.0213610437805029,0.157818226958232,0.220277801370713,0.0631978518087796,0.023144669702533,1.30668565716488e-05
0.512510446160179,0.0208642560462999,0.153842315991668,0.221165479650256,0.0679624062963841,0.023620795030746,3.43008244670899e-05
0.506527720237526,0.0200523350719342,0.159583019075036,0.21832718980493,0.0714986314272461,0.0239261218578596,8.49825254682006e-05
0.499569637869229,0.027097974165081,0.171874433191638,0.207896238206264,0.0692833563629288,0.024133257264216,0.000145102940643004
0.489973625677434,0.0269734259762975,0.172280104946391,0.201205781692226,0.0834854046013896,0.0259232734459464,0.000158383660315252
0.491238202152408,0.0263648840250087,0.166070217674141,0.204507921469893,0.0865083562341627,0.0251222368946151,0.000188181549772398
0.481644519972974,0.0228028559143811,0.194918203967978,0.194134319234133,0.0825214178953865,0.0236978884836218,0.000280794531526498
0.478891096355937,0.0259136299471951,0.22216761645841,0.184087938516234,0.0665838866523762,0.0221310189784075,0.000224813091441418
0.479214211721848,0.0259293088801958,0.227933990376038,0.188479472519513,0.0561459944983103,0.0220972994852485,0.000199722518847148
0.498007860143651,0.0243182605291292,0.208441372664167,0.194187709867341,0.0514583427444249,0.0234268419388354,0.000159612112451251
0.516991616299474,0.0263729121986092,0.179076493143563,0.196571781373887,0.0557971014492754,0.0250893611490219,0.000100734386170144
0.525513966762641,0.0211715579801653,0.155090838679261,0.2071694364466,0.0664410432557122,0.0245188664949235,9.42903806974121e-05
0.528983659538387,0.0249177447152324,0.144772373283852,0.211682554506607,0.0665691789217569,0.0230622006629576,1.22883712071174e-05
0.528931623058948,0.0368796146923344,0.150117710208261,0.201904367384208,0.0600949266462655,0.0220338340271477,3.79239828350219e-05
0.523261123907109,0.0358991623528784,0.148926525047749,0.203135260177263,0.0659317949247851,0.0227861349901836,5.99986000326659e-05
0.508043369955686,0.033507486168288,0.157216089362037,0.196439809109264,0.0793258515352545,0.0253035110260377,0.000163882843432887
0.495841788886522,0.0299719525953455,0.162416477762914,0.198308772934778,0.0864789155469244,0.02677252262479,0.00020956964872634
0.487642061127662,0.0261340550785028,0.164479363410376,0.201861479447787,0.0953943311849732,0.0242680322708362,0.00022067747986318
0.492584745762712,0.0333853382545772,0.169030158807246,0.19480901850323,0.0867672769656646,0.0231472487980185,0.00027621290855228
0.484757690462227,0.0325238577597697,0.208535480087434,0.185672015780775,0.0662232766433865,0.0221224076344831,0.000165271631924082
0.484373611553962,0.0326118205435129,0.220933453904898,0.180397363455316,0.0600383668476982,0.0214833438746335,0.000162039819978987
0.509132335506817,0.026745578936969,0.186471917605216,0.196305078047817,0.0570539419087137,0.0241182572614108,0.000172890733056708
0.518369697482382,0.0280133006240361,0.172813758727721,0.195266695731957,0.0599569226364388,0.025465749591676,0.000113875205788765
0.529952003108243,0.0217041073683435,0.156681549164157,0.199624197400196,0.066033406908471,0.025957844460596,4.68915899933347e-05
0.530450559965337,0.0292048552394822,0.136834947132773,0.206449982247203,0.0723471604551938,0.0247004591655584,1.20357944527023e-05
0.520156170370818,0.044438302050312,0.14233558778393,0.203867980755111,0.0661737395375353,0.0229907892880485,3.74302142447878e-05
0.512751886669651,0.0297358821232296,0.16355052655307,0.20351585691472,0.0663993421658364,0.0240115819451191,3.49236283744956e-05
0.498565261225861,0.0314479228601711,0.165101595015898,0.204498746219269,0.0740441537626347,0.026171057053486,0.000171263862678696
0.485775700742033,0.0310445116695911,0.182562056402737,0.201286281835132,0.0717241189862204,0.0274116067534947,0.000195723610791582
0.478606634579921,0.0312007535000259,0.193020370714697,0.197876056561272,0.0732163051065477,0.0258299321179386,0.000249947419597707
0.484789071265804,0.0313530207863414,0.190914506483441,0.195873963285561,0.0730240251703277,0.0237909335924396,0.000254479416085413
0.480105813107599,0.032003174393228,0.213144633291449,0.190397460485418,0.0616837510746644,0.022448250777065,0.000216916870577343
0.482539261273314,0.0300007853608733,0.214243738101106,0.192462160500681,0.0584741792301839,0.0220821812450407,0.000197694288801566
0.488278555970415,0.0257943113986064,0.205697519560513,0.195997526695046,0.0610151252110633,0.0230356251040453,0.00018133606031059
0.503282729902859,0.0244799683222951,0.186802659394419,0.199678113643766,0.0602355390638472,0.0254124168939244,0.000108572778888342
0.519994054794973,0.022704077419781,0.168146912622001,0.194675738609152,0.0691526431390683,0.0252770300397998,4.95433752250095e-05
0.515923864342862,0.0294805297154983,0.15328416019895,0.200283713612708,0.0765063529082105,0.0244980283071463,2.33509146261373e-05
0.514804549697976,0.0354518143243943,0.152579490296556,0.203078694884643,0.0705895354619933,0.0234697409022036,2.61744322329408e-05
0.521397236713101,0.0244774081720747,0.153888109969315,0.203940477903409,0.0723012109875622,0.0239520557342051,4.35005203331471e-05
0.51457748870913,0.0262677854797519,0.167038835562153,0.193545647825485,0.0721357672130735,0.0263149618186164,0.000119513391790059
0.493563253282189,0.0239808484363466,0.183295503935867,0.191391454925526,0.0795383203747525,0.0280305486757411,0.000200070369578265
0.48793922548625,0.0212786861346256,0.177534727614436,0.199570876660318,0.0864553588123996,0.0269644119203745,0.000256713371597359
0.480293009305545,0.0296167917293811,0.210896386548159,0.181672361323211,0.073562694323288,0.0237170543061491,0.000241702464266488
0.461878878133532,0.0323504591710102,0.243186895011169,0.176396128071482,0.0644254157359146,0.0215835194837429,0.000178704393149665
0.462499321935271,0.0358215432260101,0.251399279032266,0.17600587820478,0.0531750689160334,0.0209115162513623,0.000187392434277035
0.48919198511244,0.0349931746352918,0.212313014930307,0.19019541346891,0.0494846065939578,0.0236479650723717,0.00017384018672146
0.512405010583296,0.0321063439839247,0.179871864836645,0.193168017311811,0.0567996492213155,0.0255292436492339,0.000119870413773741
0.517812248305187,0.0223920748945939,0.164361807930975,0.205148188123429,0.0631067169703037,0.0271365730701631,4.23907053487288e-05
0.510248551383246,0.0373701549109613,0.157849768192648,0.205673474185807,0.0634810955872023,0.0253683543541649,8.60138596999263e-06
0.514093556059819,0.0186395214965081,0.136588566585559,0.218449359494278,0.0833462436929096,0.0288432621592804,3.94905116451443e-05
0.5153517749576,0.0159983364849146,0.157653793919073,0.203442696453984,0.0804530479365265,0.0270353691898811,6.49810580215867e-05
0.50545639116826,0.0125764881707695,0.175945508150905,0.19964783326597,0.077153966418834,0.0291164186773695,0.000103394147891229
0.473876258607114,0.0157147883194558,0.191898004657475,0.192889812193201,0.0956826215885674,0.0297642781752082,0.000174236458979041
0.474263051220168,0.0133510138614938,0.202020171509178,0.189620643929669,0.0930885848831484,0.0274420726089754,0.000214461987367887
0.465317728870632,0.0158110353677999,0.225475894066611,0.187535990260007,0.0815971174886614,0.0240702858929149,0.000191948053372527
0.456922032710792,0.0170341339522256,0.266048260946779,0.175610681730271,0.0618867942888699,0.0223472657076756,0.000150830663387316
0.463830954053915,0.0204648224904947,0.264125721924217,0.176312316841185,0.0531953179894089,0.0218676629363678,0.000203203764410942
0.485719095111849,0.0139622822996134,0.221911615296289,0.200317420239147,0.051704029673983,0.026223240211373,0.000162317167745775
0.501099133113093,0.0151891502521175,0.223009140813234,0.178559452544773,0.0529539978638317,0.0290897687473608,9.93566655903028e-05
0.514800847238725,0.015327142635739,0.175986077388025,0.198222865113396,0.065454357596735,0.0301570491295139,5.16608978664049e-05
0.514938373828836,0.0135657706906939,0.169745749381958,0.209199557205647,0.064092405127155,0.0284492403940039,8.90337170686539e-06
0.496293451340429,0.0169272782213085,0.17686661790496,0.208995687695388,0.0735520455912545,0.0273282067646984,3.67124819614632e-05
0.505452983848046,0.0274441107774441,0.181054511301425,0.201513241636698,0.0573629184740296,0.0271135332863728,5.87006759846266e-05
0.497965275700469,0.0168729434639545,0.178974723302423,0.200372046066407,0.0752910310100708,0.0303744141988234,0.000149566257852229
0.481873325799086,0.0167378905645084,0.202027657057756,0.188798792763169,0.0787175085583997,0.0316669027983249,0.000177922458756586
0.476229780801209,0.0147331821617536,0.204520030234316,0.196598639455782,0.0787513227513228,0.0289130763416478,0.000253968253968254
0.477632770585531,0.0159024656116407,0.227553629874724,0.189725746468948,0.0628088208171726,0.0261453381304074,0.000231228511576566
0.469892489500333,0.0139504649308571,0.250460868107927,0.184700194504116,0.0570765472726257,0.0237010629167492,0.000218372767392375
0.450077997580773,0.0170127044921399,0.289904816912811,0.17221250375785,0.0472033310529792,0.0234111099801396,0.000177536223307429
0.475631705598095,0.0138597570049896,0.25173317159873,0.189754562123216,0.0413967580074072,0.0274331089827286,0.000190936684833731
0.486639710117105,0.0142391773852947,0.238445478978691,0.185046314071799,0.0443823190631599,0.0311000191975427,0.00014698118640814
0.506357184158189,0.0099630832184317,0.195919456605308,0.206184355163584,0.0498217700993131,0.0316779026693184,7.62480858553447e-05
0.501160427267878,0.012152052010206,0.195557221317265,0.207530524282481,0.0528808868259071,0.0307044730506984,1.44152455637082e-05
0.502761565171014,0.0123631245137363,0.202513862809731,0.194464223366498,0.0571254979477268,0.0307277390905117,4.39871007826955e-05
0.511942645812088,0.0112699504847092,0.187414761208517,0.200057747361437,0.0577135730872722,0.0314907419921611,0.000110580053815626
0.494315508498292,0.00968992844029362,0.194413607107383,0.199014093602679,0.0666363247771255,0.0356998982111611,0.000230639363066335
0.480344450072714,0.0111112926681809,0.209372702168336,0.187365806630827,0.0726613179953921,0.0388372359025474,0.000307194562002647
0.475447469861769,0.0104286871762135,0.194314861646493,0.198955289842618,0.0835430528615974,0.0370068010508483,0.000303837560460605
0.457972201917645,0.0132858875599431,0.229603270866635,0.188281001073688,0.0781221969642202,0.0323927181983458,0.000342723419522918
0.462555022430078,0.010297275940738,0.251412562329855,0.184092603647767,0.0633021137035266,0.0280654646159639,0.000274957332071667
0.463451504364363,0.00978099904268889,0.258756316841746,0.186372817497491,0.0544846047434381,0.0268842731493482,0.000269484360924254
0.476576690994261,0.0123193521042729,0.236164726661606,0.198048869815372,0.0477829005856935,0.0288327775693868,0.000274682269407188
0.475924950790487,0.0102995198154487,0.232221887890072,0.196900740963629,0.0484886097215431,0.03597622898409,0.00018806183473126
0.496823224435249,0.0107717326549342,0.200218976926916,0.20418954385174,0.0504548601606904,0.0374482747516383,9.33872188320157e-05
0.487189165960116,0.0127585686244904,0.189075947455836,0.211764945005168,0.0605727128073497,0.0385834910974576,5.51690495824574e-05
0.483622789695466,0.0171704726380755,0.189024287329744,0.208447962553517,0.0660770645918075,0.0356377322824014,1.96909089886187e-05
0.467691776661876,0.0110122435703831,0.208837673953953,0.213165571969559,0.0591169627714478,0.0400762028669005,9.95682058804982e-05
0.43590411588945,0.0107713634185329,0.222043181942448,0.21626672070038,0.0702020153288498,0.044561731909159,0.000250870811181119
0.434544820899282,0.00968223899188776,0.213647609287496,0.204990183189618,0.0889206339347639,0.047872909398949,0.000341604298003168
0.422496029263128,0.0102966421202933,0.22113875920489,0.209831384062505,0.0948484702635927,0.0410357606969245,0.000352954388666955
0.425679249404974,0.00932207287486633,0.244567154568764,0.200454749284244,0.0840308838578377,0.0356498143059181,0.000296075703395385
0.42418117383402,0.00900186042022979,0.275738940686372,0.19555590107068,0.0626886557257515,0.0325091010470895,0.000324367215857
0.427569120531751,0.0095382012555227,0.28874403207685,0.189205752252948,0.0512789622688453,0.0333601338805184,0.00030379773356415
0.418443935926773,0.00870480549199085,0.284207475209764,0.200616323417239,0.0529641495041953,0.0347734553775744,0.000289855072463768
0.455249538914929,0.00833043291578163,0.239286074417667,0.188730983290342,0.0640509779557423,0.0441308017838381,0.000221190721699786
0.46069712388412,0.00697730020238212,0.216171711627374,0.198910301956809,0.0707428198125692,0.0463660456016406,0.000134696915103902
0.474319587335062,0.00690244806064579,0.206674456382342,0.20151614466072,0.0704779275556442,0.0400495881900311,5.98478155547323e-05
0.479418899593661,0.0120269638554883,0.20768364769958,0.200732460908218,0.0619134158181682,0.0381969512144523,2.76609104312059e-05
0.478135495259072,0.00741365574769202,0.209391255447772,0.203836480934752,0.0643266632300795,0.0367933517659372,0.000103097614696096
0.462108072474992,0.00790415175971379,0.206215159331059,0.206835971250648,0.0668364832604786,0.0498569572535793,0.000243204669529655
0.440597495627065,0.00793722408862482,0.227625149235083,0.199943776549963,0.0662777299608518,0.05722991920482,0.00038870533359247
0.436303395182976,0.00911756913547538,0.227427621301126,0.202992292395631,0.0763725839507639,0.0473206101523554,0.00046592788167259
0.439867740126359,0.0106025851276749,0.247806522091598,0.181541029532545,0.0793506082731528,0.0403637146525122,0.000467800196157128
0.437748762433552,0.0107511681018619,0.28172642652231,0.175277431808931,0.0597566058384376,0.0343471913152205,0.000392413979687093
0.434070684080452,0.00873294194644968,0.298453663635209,0.17479071221342,0.0491325668402184,0.0344384640181301,0.000380967266120288
0.429321033977164,0.00803248784880566,0.27118810395188,0.200223397254581,0.049831441864761,0.0410052299202235,0.000398305182585405
0.428948076754692,0.00722534448483748,0.25472257985011,0.203499816772009,0.0573454966451441,0.0480154624966354,0.000243222996572177
0.441092019655571,0.00678678404322659,0.228838611580603,0.204435554917482,0.0638283987757686,0.0547673895026723,0.000251241524677138
0.461214348939878,0.00971468121892639,0.216532881838261,0.203181054854997,0.0638885748399959,0.0453471281990476,0.000121330108893773
0.469844387411252,0.00950950537918362,0.206815924914244,0.200101229331199,0.0702305993161519,0.0433883217662318,0.000110031881737734
0.441128535844026,0.00776298961213757,0.212831577570892,0.206637770739844,0.0769633123790023,0.0544047152028934,0.000271098651204475
0.422636080700314,0.00843736385661496,0.209655328044832,0.205800217515992,0.0975813099226784,0.0555073231428867,0.000382376816681659
0.411031905093655,0.00800351309320593,0.234251338046073,0.180102157052436,0.102995704385093,0.063073890519601,0.000541491809936375
0.423091640744581,0.00734150496222782,0.234897299165556,0.175939984199872,0.100562262380882,0.0575778896953538,0.000589418851528169
0.429153260294058,0.00704326694633378,0.248996049362603,0.177222063834698,0.0872968679998371,0.0496829986831209,0.000605492879349435
0.421042341238239,0.00752023118630812,0.287843167176122,0.172495600879347,0.0745943033175807,0.0360489458800864,0.00045541032231606
0.420625974631942,0.00637025576797927,0.297007649709606,0.175191856681524,0.0632703429476554,0.0369715499564102,0.00056237030488329
0.416349596474022,0.00716066596556736,0.273969324935897,0.197476633305368,0.0631521109785062,0.0413422112987274,0.000549457041912347
0.409399965728955,0.00666668822078313,0.257873449316034,0.204775961124996,0.0639736953562734,0.0567961745754108,0.000514065677548262
0.398813374003894,0.00585432803280788,0.250800332281546,0.211694865724765,0.0679042950344923,0.0645814795722368,0.00035132535025824
